,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,target
0,0.1717507217776969,0.16045305984800284,0.16041181537570326,0.15626048746871207,0.15500539160014545,0.15412717012841173,0.1517333361253865,0.15139580743949682,0.14983349244377725,0.14828977504399227,0.14716178286014084,0.14646530800402807,0.1455526435988967,0.1452216773069503,0.14405634993588,0.14356560235019467,0.14278916342484396,0.14262494208711385,0.14262102252730102,0.14213768787291114,0.14177226436994125,0.14131372954722754,0.14056030489938734,0.14015061609015664,0.13985469534068803,0.1390999633409477,0.1383919334068433,0.1378554247398588,0.1375952603394907,0.1371946033384142,0.13673801061693985,0.1360030799055775,0.13580869463840048,0.13543850258919454,0.13508963526471815,0.13462988168898554,0.13423054732851014,0.1337108832066694,0.13363747324909275,0.1333476436333184,0.1330916747260287,0.13275974791386608,0.13220970950650893,0.13171469622205784,0.13156502434948755,0.13109180691622538,0.1307886895128279,0.13004552781749806,0.1296499611953872,0.1294283624187999,0.5498992237931837,0.0
1,0.3633742439192298,0.3034558627409443,0.2926148889201821,0.2926148889201817,0.2889398860655201,0.2668937445526733,0.2508127619315844,0.2332448605124139,0.2194611666901366,0.2194611666901364,0.2194611666901364,0.2194611666901364,0.2194611666901364,0.21946116669013635,0.15480989438954507,0.12663268909449749,0.06014027923486431,-1.9490120596011327e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5634842826019296,1.0
2,0.2267294769160457,0.21725746323128248,0.20414934837462076,0.2021593748305822,0.19533967229305124,0.19488181817598887,0.1879440122375965,0.1849539513817509,0.1827554732862965,0.17874222866371609,0.176768432522847,0.1739433101881133,0.17053702670104393,0.16721060555604775,0.16511786639211168,0.16074266598770576,0.15623734703432152,0.15553049663784385,0.15075177136999054,0.14843027448334528,0.14650475421978845,0.1465047542197883,0.14650475421978826,0.14650475421978826,0.1465047542197881,0.14290660282032727,0.1410273670575389,0.13873456693398606,0.13588344947545955,0.13399589787649413,0.13156330612584924,0.12624113695802705,0.12271629864385834,0.12044235724153438,0.11817890401060352,0.11343755039603184,0.1055149714166482,0.1024068279437889,0.09595681002186958,0.08728290816454165,0.08175551878305372,0.06895357021804029,1.3012236108148134e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292794264599906,0.0
3,0.32836510616511794,0.2997704668226968,0.2771971876110706,0.26964040623135743,0.2582885464194085,0.2484624680604924,0.24482790923960315,0.23312308241304705,0.23214263891567605,0.2292098786661949,0.21910839918491495,0.2191083991849148,0.2191083991849148,0.2068400893952245,0.2006575397968084,0.1759021446610941,0.1607166524277407,0.14059027013310496,7.264712469213501e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.674458599535999,0.0
4,0.4583894983945563,0.3799832423711586,0.23953506879020445,0.2395350687902043,0.23953506879020425,0.23953506879020425,0.23953506879020425,0.23953506879020425,0.2395350687902042,0.2395350687902041,0.2395350687902041,0.2395350687902041,0.2395350687902039,0.11976753439510213,9.320801061106728e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23553113553113555,1.0
5,0.20932160248629,0.19449840839077548,0.1879074747124467,0.18469557466089628,0.18456281871942068,0.18456281871942065,0.1845628187194206,0.18271106100733087,0.1722057408559654,0.16934281689539613,0.16405583886170735,0.1640558388617072,0.1611247119422913,0.15865266259153976,0.152390304972733,0.15113096163057768,0.1504116504134077,0.14439856174756782,0.13929840614579808,0.13819894778044614,0.12848812267356374,0.12304187914628065,0.12304187914628055,0.12304187914628055,0.12304187914628055,0.12304187914628052,0.12304187914628052,0.12304187914628052,0.12304187914628048,0.12304187914628048,0.12304187914628045,0.12304187914628045,0.12304187914628045,0.12304187914628045,0.1230418791462804,0.1230418791462804,0.1230418791462804,0.1230418791462804,0.12304187914628037,0.12304187914628037,0.12304187914628036,0.12304187914628033,0.12304187914628024,0.12304187914628024,0.11062779026711793,0.102582623357402,0.10155920170131016,0.0955955829190232,0.09051086909105813,0.08310457229822213,0.6026456023677474,1.0
6,0.2642055374440533,0.2474673167650139,0.2423570611860858,0.23452183719663824,0.22850979397993004,0.22476775300199656,0.2193261484084031,0.2103451892589239,0.20767773032025105,0.2000781472410137,0.19576939023590695,0.18362527999057068,0.17997474398598967,0.16992333784562572,0.1616659073372705,0.16166590733727038,0.1616659073372703,0.1616659073372703,0.16166590733727024,0.16166590733727024,0.15520576162036012,0.15165556153247428,0.1406091012238068,0.13466139793051193,0.13252292573851426,0.12618596023928705,0.12083372956263695,0.11395773105900428,0.10967418447512757,0.10499172770585616,0.09117118606506587,0.07478645559366583,0.061840415836854276,-1.9795240663935457e-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5594483947425125,0.0
7,0.5118279172756052,0.39641248358604586,0.2642749890573641,0.2642749890573641,0.264274989057364,0.264274989057364,0.264274989057364,0.264274989057364,0.26427498905736385,0.2642749890573638,0.14885955536780485,-1.2469677551571986e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16818181818181818,1.0
8,0.33284582947283864,0.304296774247921,0.284493457487486,0.2829770548898862,0.2769913651630054,0.2633374731589632,0.2414129770595806,0.23104675282052545,0.19750310486922235,0.1975031048692223,0.19750310486922226,0.1975031048692222,0.19750310486922215,0.19750310486922212,0.19750310486922196,0.1872366834135191,0.1720656143590721,0.12752802139181774,0.10938622904686343,0.09490753677474452,0.054020803752109735,-9.127967048474064e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5448051948051948,0.0
9,0.2860500605292671,0.2794925158605815,0.2775280865600556,0.2765093081929737,0.26320476422938155,0.2582199308990092,0.249631049969241,0.2346469108681069,0.22806389652244766,0.2115983124597743,0.20570102774299376,0.1976577831338878,0.18632834390705444,0.18632834390705427,0.1757423973734302,0.16742351287081142,0.1620000636900402,0.15986005535580208,0.1424965369989936,0.13415676776838065,0.123719043628205,0.09286701642669752,0.08491823433073628,0.07406463445143521,-4.1373207137176094e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6575652173913044,0.0
